ward_id,date,water_liters_day,sewage_liters_day
W03,2024-10-01,2790726,2272567
W03,2024-11-01,2708289,2145506
W03,2024-12-01,2588889,2079884
W04,2018-01-01,1996499,1614947
W04,2018-02-01,1959668,1555884
W04,2018-03-01,2089983,1700670
W04,2018-04-01,2199603,1788402
W04,2018-05-01,2281926,1857778
W04,2018-06-01,2336208,1875852
W04,2018-07-01,2456382,1944893
W04,2018-08-01,2407424,1910654
W04,2018-09-01,2324545,1882363
W04,2018-10-01,2228563,1787552
W04,2018-11-01,2022884,1620427
W04,2018-12-01,2019399,1587665
W04,2019-01-01,2037829,1598483
W04,2019-02-01,2040184,1631507
W04,2019-03-01,2123662,1689565
W04,2019-04-01,2297117,1834734
W04,2019-05-01,2307539,1822117
W04,2019-06-01,2441938,1965307
W04,2019-07-01,2485995,2022177
W04,2019-08-01,2478942,1980368
W04,2019-09-01,2402663,1929240
W04,2019-10-01,2220457,1758282
W04,2019-11-01,2187768,1734737
W04,2019-12-01,2043965,1651555
W04,2020-01-01,2079123,1674489
W04,2020-02-01,2080640,1664133
W04,2020-03-01,2162525,1729159
W04,2020-04-01,2280457,1806732
W04,2020-05-01,2383586,1914203
W04,2020-06-01,2556734,2049952
W04,2020-07-01,2533070,2001413
W04,2020-08-01,2460932,1961377
W04,2020-09-01,2423517,1918675
W04,2020-10-01,2297196,1853329
W04,2020-11-01,2178675,1709283
W04,2020-12-01,2075325,1653911
W04,2021-01-01,2089522,1682580
W04,2021-02-01,2136872,1713154
W04,2021-03-01,2219108,1810553
W04,2021-04-01,2365137,1880894
W04,2021-05-01,2469037,1959951
W04,2021-06-01,2520792,2034484
W04,2021-07-01,2565103,2072019
W04,2021-08-01,2631532,2121239
W04,2021-09-01,2430085,1962623
W04,2021-10-01,2326387,1867779
W04,2021-11-01,2275081,1827112
W04,2021-12-01,2215894,1796301
W04,2022-01-01,2148669,1709370
W04,2022-02-01,2181452,1759683
W04,2022-03-01,2244666,1763087
W04,2022-04-01,2352357,1866238
W04,2022-05-01,2605427,2095836
W04,2022-06-01,2666107,2098980
W04,2022-07-01,2580851,2046870
W04,2022-08-01,2622919,2084965
W04,2022-09-01,2608687,2066287
W04,2022-10-01,2469414,1945036
W04,2022-11-01,2236229,1788393
W04,2022-12-01,2217846,1787509
W04,2023-01-01,2183052,1768178
W04,2023-02-01,2323812,1828203
W04,2023-03-01,2317955,1858671
W04,2023-04-01,2464922,1979520
W04,2023-05-01,2619733,2118899
W04,2023-06-01,2672609,2173024
W04,2023-07-01,2691986,2161215
W04,2023-08-01,2680435,2150234
W04,2023-09-01,2532614,2063380
W04,2023-10-01,2417811,1954577
W04,2023-11-01,2371237,1879131
W04,2023-12-01,2205972,1746415
W04,2024-01-01,2292514,1808815
W04,2024-02-01,2306674,1859318
W04,2024-03-01,2407996,1890384
W04,2024-04-01,2507033,1988195
W04,2024-05-01,2723811,2141672
W04,2024-06-01,2715095,2151620
W04,2024-07-01,2842060,2281814
W04,2024-08-01,2809541,2220465
W04,2024-09-01,2604656,2060788
W04,2024-10-01,2485837,1970026
W04,2024-11-01,2360568,1855190
W04,2024-12-01,2360129,1895281
W05,2018-01-01,4754523,3794361
W05,2018-02-01,4697523,3728569
W05,2018-03-01,4866326,3857595
W05,2018-04-01,5164949,4121672
W05,2018-05-01,5442042,4421450
W05,2018-06-01,5677603,4560925
W05,2018-07-01,5506608,4357520
W05,2018-08-01,5657368,4591161
W05,2018-09-01,5438500,4267394
W05,2018-10-01,5234441,4241392
W05,2018-11-01,4917353,3975284
W05,2018-12-01,4614641,3694514
W05,2019-01-01,4736787,3755803
W05,2019-02-01,4967857,3964093
W05,2019-03-01,5111934,4166276
W05,2019-04-01,5271900,4202059
W05,2019-05-01,5485935,4319335
W05,2019-06-01,5621999,4481704
W05,2019-07-01,5807965,4676589
W05,2019-08-01,5704510,4611160
W05,2019-09-01,5391320,4241987
W05,2019-10-01,5202943,4098407
W05,2019-11-01,5099381,4139051
W05,2019-12-01,4918068,3855946
W05,2020-01-01,4980070,3977997
W05,2020-02-01,4812364,3852731
W05,2020-03-01,5180607,4144236
W05,2020-04-01,5394613,4238286
W05,2020-05-01,5604666,4417555
W05,2020-06-01,5807444,4716731
W05,2020-07-01,5949320,4669763
W05,2020-08-01,5928146,4799297
W05,2020-09-01,5755656,4569669
W05,2020-10-01,5255477,4188908
W05,2020-11-01,5057819,4101512
W05,2020-12-01,4829944,3933052
W05,2021-01-01,5038156,3974738
W05,2021-02-01,5199804,4125210
W05,2021-03-01,5336304,4254612
W05,2021-04-01,5542948,4429431
W05,2021-05-01,5811107,4582805
W05,2021-06-01,5917388,4752728
W05,2021-07-01,6193849,4883034
W05,2021-08-01,5873688,4750202
W05,2021-09-01,5950106,4729597
W05,2021-10-01,5644563,4473596
W05,2021-11-01,5114007,4128199
W05,2021-12-01,5170861,4149914
W05,2022-01-01,5167866,4194697
W05,2022-02-01,5178282,4140031
W05,2022-03-01,5348799,4324033
W05,2022-04-01,5645592,4594672
W05,2022-05-01,6104302,4977355
W05,2022-06-01,6083194,4843774
W05,2022-07-01,6389882,5093661
W05,2022-08-01,6112625,4884814
W05,2022-09-01,6120006,4872745
W05,2022-10-01,5854165,4738107
W05,2022-11-01,5452402,4301222
W05,2022-12-01,5339827,4207996
W05,2023-01-01,5393208,4285572
W05,2023-02-01,5197137,4215093
W05,2023-03-01,5405185,4395140
W05,2023-04-01,5660159,4463675
W05,2023-05-01,6257398,5100021
W05,2023-06-01,6172950,4993971
W05,2023-07-01,6322240,5082729
W05,2023-08-01,6295583,4951917
W05,2023-09-01,6058203,4880364
W05,2023-10-01,5841442,4758044
W05,2023-11-01,5580332,4533451
W05,2023-12-01,5320966,4263756
W05,2024-01-01,5415782,4286660
W05,2024-02-01,5518323,4377112
W05,2024-03-01,5583834,4393875
W05,2024-04-01,6146920,4968751
W05,2024-05-01,6350950,4999571
W05,2024-06-01,6362934,5049516
W05,2024-07-01,6387193,5073858
W05,2024-08-01,6319986,5027364
W05,2024-09-01,6248102,4947336
W05,2024-10-01,5943892,4789693
W05,2024-11-01,5567680,4396252
W05,2024-12-01,5493793,4374385
W06,2018-01-01,3513288,2819979
W06,2018-02-01,3508784,2822511
W06,2018-03-01,3699993,2979748
W06,2018-04-01,3997645,3193671
W06,2018-05-01,4047175,3243775
W06,2018-06-01,4133845,3365973
W06,2018-07-01,4420276,3507812
W06,2018-08-01,4359918,3514486
W06,2018-09-01,4088793,3245144
W06,2018-10-01,4021179,3262410
W06,2018-11-01,3621455,2883415
W06,2018-12-01,3535908,2805630
W06,2019-01-01,3644688,2859994
W06,2019-02-01,3727620,2969668
W06,2019-03-01,3689510,2994710
W06,2019-04-01,4068630,3316565
W06,2019-05-01,4305417,3478112
W06,2019-06-01,4435210,3605355
W06,2019-07-01,4474814,3541206
W06,2019-08-01,4427146,3501909
W06,2019-09-01,4123773,3266111
W06,2019-10-01,4063171,3285314
W06,2019-11-01,3842968,3029707
W06,2019-12-01,3566891,2868061
W06,2020-01-01,3589647,2904870
W06,2020-02-01,3641721,2897628
W06,2020-03-01,3810579,3098413
W06,2020-04-01,4059204,3236387
W06,2020-05-01,4229623,3422477
W06,2020-06-01,4557755,3626640
W06,2020-07-01,4512521,3577169
W06,2020-08-01,4367371,3551763
W06,2020-09-01,4421728,3603515
W06,2020-10-01,4051432,3289166
W06,2020-11-01,3967889,3170290
W06,2020-12-01,3651148,2950612
W06,2021-01-01,3721661,2998328
W06,2021-02-01,3880471,3091638
W06,2021-03-01,4077034,3269105
W06,2021-04-01,4101044,3267000
W06,2021-05-01,4352226,3429358
W06,2021-06-01,4532485,3662105
W06,2021-07-01,4558838,3629714
W06,2021-08-01,4606485,3666243
W06,2021-09-01,4460926,3564669
W06,2021-10-01,4234553,3447695
W06,2021-11-01,3952958,3176291
W06,2021-12-01,3874306,3116232
W06,2022-01-01,3870240,3121095
W06,2022-02-01,3971539,3128515
W06,2022-03-01,3982349,3126904
W06,2022-04-01,4437738,3495677
W06,2022-05-01,4452980,3567734
W06,2022-06-01,4651434,3701948
W06,2022-07-01,4868273,3925228
W06,2022-08-01,4694013,3768330
W06,2022-09-01,4586503,3725769
W06,2022-10-01,4349564,3526097
W06,2022-11-01,4122440,3355871
W06,2022-12-01,3884271,3131068
W06,2023-01-01,3908079,3119547
W06,2023-02-01,3970817,3159205
W06,2023-03-01,4317471,3435648
W06,2023-04-01,4523707,3639931
W06,2023-05-01,4515813,3580264
W06,2023-06-01,4934626,4018603
W06,2023-07-01,4953482,3898061
W06,2023-08-01,4716878,3794558
W06,2023-09-01,4769205,3746776
W06,2023-10-01,4373118,3566900
W06,2023-11-01,4268638,3374642
W06,2023-12-01,4114542,3298771
W06,2024-01-01,4096028,3317855
W06,2024-02-01,4069315,3291179
W06,2024-03-01,4375784,3514067
W06,2024-04-01,4467169,3642927
W06,2024-05-01,4893123,3920795
W06,2024-06-01,5007900,3943810
W06,2024-07-01,5089947,4011986
W06,2024-08-01,4877938,3947373
W06,2024-09-01,4779403,3749466
W06,2024-10-01,4463934,3517832
W06,2024-11-01,4280893,3371789
W06,2024-12-01,4027271,3215151
W07,2018-01-01,1550617,1238112
W07,2018-02-01,1538760,1236676
W07,2018-03-01,1649807,1341425
W07,2018-04-01,1729613,1372711
W07,2018-05-01,1814414,1424309
W07,2018-06-01,1917345,1555184
W07,2018-07-01,1876270,1477478
W07,2018-08-01,1885378,1504897
W07,2018-09-01,1842038,1463145
W07,2018-10-01,1677129,1321641
W07,2018-11-01,1639755,1316283
W07,2018-12-01,1584824,1261820
W07,2019-01-01,1589735,1261354
W07,2019-02-01,1604561,1280065
W07,2019-03-01,1697644,1337168
W07,2019-04-01,1772412,1439352
W07,2019-05-01,1849596,1501309
W07,2019-06-01,1900188,1543749
W07,2019-07-01,1921732,1557521
W07,2019-08-01,1896600,1531215
W07,2019-09-01,1823177,1447604
W07,2019-10-01,1730284,1409342
W07,2019-11-01,1687006,1348215
W07,2019-12-01,1564686,1230988
W07,2020-01-01,1613390,1303340
W07,2020-02-01,1631565,1285940
W07,2020-03-01,1664866,1356220
W07,2020-04-01,1806675,1455169
W07,2020-05-01,1879900,1526395
W07,2020-06-01,2007667,1601183
W07,2020-07-01,2029417,1594404
W07,2020-08-01,1930977,1533192
W07,2020-09-01,1845062,1476487
W07,2020-10-01,1762724,1409175
W07,2020-11-01,1745643,1388142
W07,2020-12-01,1649678,1299412
W07,2021-01-01,1638451,1296403
W07,2021-02-01,1678063,1345724
W07,2021-03-01,1780888,1431647
W07,2021-04-01,1864384,1494892
W07,2021-05-01,1949934,1569795
W07,2021-06-01,2028069,1591885
W07,2021-07-01,2001906,1618335
W07,2021-08-01,2055502,1634603
W07,2021-09-01,1900232,1498493
W07,2021-10-01,1862432,1464294
W07,2021-11-01,1778105,1449330
W07,2021-12-01,1643952,1316765
W07,2022-01-01,1689382,1349000
W07,2022-02-01,1691855,1343286
W07,2022-03-01,1777652,1447231
W07,2022-04-01,1902057,1544978
W07,2022-05-01,1944661,1571562
W07,2022-06-01,1999405,1572753
W07,2022-07-01,2073153,1653481
W07,2022-08-01,2068118,1648815
W07,2022-09-01,1951808,1562218
W07,2022-10-01,1873571,1475528
W07,2022-11-01,1815793,1458046
W07,2022-12-01,1730153,1373516
W07,2023-01-01,1715321,1398848
W07,2023-02-01,1723249,1362300
W07,2023-03-01,1890700,1528736
W07,2023-04-01,1969141,1562045
W07,2023-05-01,1988931,1590978
W07,2023-06-01,2097526,1653131
W07,2023-07-01,2136428,1690691
W07,2023-08-01,2113711,1702335
W07,2023-09-01,2017529,1607378
W07,2023-10-01,1966568,1569241
W07,2023-11-01,1837050,1444824
W07,2023-12-01,1750687,1396588
W07,2024-01-01,1777936,1430322
W07,2024-02-01,1791890,1428066
W07,2024-03-01,1940332,1531892
W07,2024-04-01,2040239,1629586
W07,2024-05-01,2109956,1678637
W07,2024-06-01,2150749,1693473
W07,2024-07-01,2177131,1734769
W07,2024-08-01,2104366,1708444
W07,2024-09-01,2116990,1674730
W07,2024-10-01,2020152,1588737
W07,2024-11-01,1902622,1523961
W07,2024-12-01,1781479,1440930
W08,2018-01-01,2238952,1801582
W08,2018-02-01,2164732,1704272
W08,2018-03-01,2266423,1789459
W08,2018-04-01,2370731,1916245
W08,2018-05-01,2477444,2017733
W08,2018-06-01,2651034,2117769
W08,2018-07-01,2673459,2145566
W08,2018-08-01,2659429,2160056
W08,2018-09-01,2564027,2091141
W08,2018-10-01,2395476,1952483
W08,2018-11-01,2274727,1815397
W08,2018-12-01,2207356,1775165
W08,2019-01-01,2273230,1825234
W08,2019-02-01,2246630,1766692
W08,2019-03-01,2352191,1846949
W08,2019-04-01,2462142,1952938
W08,2019-05-01,2628390,2142863
W08,2019-06-01,2630319,2112174
W08,2019-07-01,2710936,2175717
W08,2019-08-01,2770101,2237260
W08,2019-09-01,2534013,2060379
W08,2019-10-01,2492357,1969021
W08,2019-11-01,2372457,1898069
W08,2019-12-01,2329020,1859529
W08,2020-01-01,2332072,1890834
W08,2020-02-01,2390684,1880747
W08,2020-03-01,2437731,1914234
W08,2020-04-01,2575418,2100798
W08,2020-05-01,2674773,2149217
W08,2020-06-01,2741452,2229826
W08,2020-07-01,2779202,2247771
W08,2020-08-01,2793692,2194936
W08,2020-09-01,2691891,2139270
W08,2020-10-01,2517736,2018859
W08,2020-11-01,2400096,1901029
W08,2020-12-01,2372447,1933215
W08,2021-01-01,2361050,1862425
W08,2021-02-01,2321722,1869534
W08,2021-03-01,2538893,2015696
W08,2021-04-01,2631736,2119043
W08,2021-05-01,2676740,2159280
W08,2021-06-01,2762531,2215234
W08,2021-07-01,2892748,2298321
W08,2021-08-01,2769853,2233861
W08,2021-09-01,2811132,2293628
W08,2021-10-01,2671846,2102717
W08,2021-11-01,2502290,2002511
W08,2021-12-01,2312682,1836000
W08,2022-01-01,2470366,1963782
W08,2022-02-01,2480042,1959591
W08,2022-03-01,2615044,2063160
W08,2022-04-01,2639761,2136147
W08,2022-05-01,2807426,2249514
W08,2022-06-01,2945533,2358927
W08,2022-07-01,2968319,2410407
W08,2022-08-01,2924517,2348715
W08,2022-09-01,2747919,2170271
W08,2022-10-01,2703429,2173534
W08,2022-11-01,2600218,2098579
W08,2022-12-01,2374228,1889072
W08,2023-01-01,2497869,2035830
W08,2023-02-01,2518690,2035294
W08,2023-03-01,2646666,2094804
W08,2023-04-01,2696449,2197334
W08,2023-05-01,2925360,2378105
W08,2023-06-01,2921904,2354195
W08,2023-07-01,3025982,2415034
W08,2023-08-01,3024671,2446656
W08,2023-09-01,2876786,2293941
W08,2023-10-01,2683775,2121230
W08,2023-11-01,2618695,2126213
W08,2023-12-01,2434858,1946374
W08,2024-01-01,2507495,2040843
W08,2024-02-01,2597169,2079057
W08,2024-03-01,2607343,2051155
W08,2024-04-01,2750575,2195999
W08,2024-05-01,2950554,2391700
W08,2024-06-01,2976224,2420076
W08,2024-07-01,3147272,2556554
W08,2024-08-01,3129766,2495289
W08,2024-09-01,2929875,2332083
W08,2024-10-01,2788624,2193564
W08,2024-11-01,2623325,2083440
W08,2024-12-01,2502946,2019554
W09,2018-01-01,1491618,1171257
W09,2018-02-01,1585404,1266925
W09,2018-03-01,1640607,1326075
W09,2018-04-01,1690176,1358380
W09,2018-05-01,1821277,1428988
W09,2018-06-01,1808569,1426571
W09,2018-07-01,1911845,1536137
W09,2018-08-01,1831487,1481376
W09,2018-09-01,1749992,1378817
W09,2018-10-01,1666740,1340803
W09,2018-11-01,1620502,1273731
W09,2018-12-01,1577914,1262322
W09,2019-01-01,1565462,1258980
W09,2019-02-01,1592474,1285116
W09,2019-03-01,1628215,1276602
W09,2019-04-01,1720320,1380146
W09,2019-05-01,1788239,1440217
W09,2019-06-01,1888616,1502468
W09,2019-07-01,1961151,1571687
W09,2019-08-01,1918368,1535163
W09,2019-09-01,1769980,1437129
W09,2019-10-01,1688112,1344379
W09,2019-11-01,1636331,1322015
W09,2019-12-01,1571743,1235644
W09,2020-01-01,1576265,1268937
W09,2020-02-01,1586327,1273219
W09,2020-03-01,1716115,1352761
W09,2020-04-01,1763273,1401508
W09,2020-05-01,1883995,1527114
W09,2020-06-01,1954528,1593696
W09,2020-07-01,1954422,1543666
W09,2020-08-01,1890756,1525676
W09,2020-09-01,1917709,1505754
W09,2020-10-01,1747186,1414024
W09,2020-11-01,1729208,1373162
W09,2020-12-01,1606452,1279930
W09,2021-01-01,1672221,1336353
W09,2021-02-01,1619285,1303040
W09,2021-03-01,1710107,1387903
W09,2021-04-01,1774039,1428072
W09,2021-05-01,1888637,1529001
W09,2021-06-01,1973940,1572837
W09,2021-07-01,1998613,1628085
W09,2021-08-01,1962299,1550173
W09,2021-09-01,1936755,1541183
W09,2021-10-01,1856041,1470978
W09,2021-11-01,1688955,1347084
W09,2021-12-01,1658659,1353205
W09,2022-01-01,1649940,1309063
W09,2022-02-01,1666526,1324044
W09,2022-03-01,1753875,1400065
W09,2022-04-01,1893512,1494611
W09,2022-05-01,1955952,1561453
W09,2022-06-01,2058611,1674003
W09,2022-07-01,2070181,1651835
W09,2022-08-01,2047967,1657475
W09,2022-09-01,1910435,1538813
W09,2022-10-01,1858584,1487646
W09,2022-11-01,1802271,1422207
W09,2022-12-01,1659206,1345877
W09,2023-01-01,1742671,1390689
W09,2023-02-01,1710670,1354084
W09,2023-03-01,1835891,1460614
W09,2023-04-01,1967496,1544556
W09,2023-05-01,1969792,1572677
W09,2023-06-01,2065628,1648797
W09,2023-07-01,2053912,1619317
W09,2023-08-01,2065127,1639835
W09,2023-09-01,1984910,1617179
W09,2023-10-01,1861334,1470367
W09,2023-11-01,1821976,1481692
W09,2023-12-01,1709781,1382869
W09,2024-01-01,1788989,1414851
W09,2024-02-01,1805702,1455770
W09,2024-03-01,1921352,1518648
W09,2024-04-01,1920806,1510463
W09,2024-05-01,2021415,1630934
W09,2024-06-01,2197452,1779797
W09,2024-07-01,2220697,1811135
W09,2024-08-01,2155277,1738674
W09,2024-09-01,2068097,1640604
W09,2024-10-01,1940156,1530861
W09,2024-11-01,1888996,1523300
W09,2024-12-01,1758588,1399076
W10,2018-01-01,3722104,3012471
W10,2018-02-01,3612685,2889457
W10,2018-03-01,3785897,3037474
W10,2018-04-01,4010836,3270662
W10,2018-05-01,4125897,3351449
W10,2018-06-01,4252949,3388500
W10,2018-07-01,4478103,3579425
W10,2018-08-01,4343353,3462095
W10,2018-09-01,4238594,3340056
W10,2018-10-01,3974577,3125501
W10,2018-11-01,3809934,3050064
W10,2018-12-01,3588811,2908838
W10,2019-01-01,3718658,2985373
W10,2019-02-01,3822884,3012926
W10,2019-03-01,3913877,3177218
W10,2019-04-01,4201066,3363286
W10,2019-05-01,4274290,3373197
W10,2019-06-01,4592643,3633769
W10,2019-07-01,4652734,3725001
